Code,Region/Country/Area,Year,Series,Value
231,Ethiopia,1995,GDP in current prices (millions of US dollars),7587.0
242,Fiji,1995,GDP in current prices (millions of US dollars),1970.0
246,Finland,1995,GDP in current prices (millions of US dollars),134186.0
250,France,1995,GDP in current prices (millions of US dollars),1600997.0
258,French Polynesia,1995,GDP in current prices (millions of US dollars),4421.0
266,Gabon,1995,GDP in current prices (millions of US dollars),5519.0
270,Gambia,1995,GDP in current prices (millions of US dollars),1306.0
268,Georgia,1995,GDP in current prices (millions of US dollars),2844.0
276,Germany,1995,GDP in current prices (millions of US dollars),2585619.0
288,Ghana,1995,GDP in current prices (millions of US dollars),13714.0
300,Greece,1995,GDP in current prices (millions of US dollars),136886.0
304,Greenland,1995,GDP in current prices (millions of US dollars),1321.0
308,Grenada,1995,GDP in current prices (millions of US dollars),278.0
320,Guatemala,1995,GDP in current prices (millions of US dollars),12858.0
324,Guinea,1995,GDP in current prices (millions of US dollars),5260.0
624,Guinea-Bissau,1995,GDP in current prices (millions of US dollars),800.0
328,Guyana,1995,GDP in current prices (millions of US dollars),991.0
332,Haiti,1995,GDP in current prices (millions of US dollars),3785.0
340,Honduras,1995,GDP in current prices (millions of US dollars),4724.0
348,Hungary,1995,GDP in current prices (millions of US dollars),46439.0
352,Iceland,1995,GDP in current prices (millions of US dollars),7124.0
356,India,1995,GDP in current prices (millions of US dollars),371783.0
360,Indonesia,1995,GDP in current prices (millions of US dollars),236456.0
364,Iran (Islamic Republic of),1995,GDP in current prices (millions of US dollars),114364.0
368,Iraq,1995,GDP in current prices (millions of US dollars),4863.0
372,Ireland,1995,GDP in current prices (millions of US dollars),69142.0
376,Israel,1995,GDP in current prices (millions of US dollars),100605.0
380,Italy,1995,GDP in current prices (millions of US dollars),1174699.0
388,Jamaica,1995,GDP in current prices (millions of US dollars),6578.0
392,Japan,1995,GDP in current prices (millions of US dollars),5545565.0
400,Jordan,1995,GDP in current prices (millions of US dollars),6942.0
398,Kazakhstan,1995,GDP in current prices (millions of US dollars),20554.0
404,Kenya,1995,GDP in current prices (millions of US dollars),14710.0
296,Kiribati,1995,GDP in current prices (millions of US dollars),70.0
412,Kosovo,1995,GDP in current prices (millions of US dollars),5304.0
414,Kuwait,1995,GDP in current prices (millions of US dollars),26554.0
417,Kyrgyzstan,1995,GDP in current prices (millions of US dollars),1492.0
418,Lao People's Dem. Rep.,1995,GDP in current prices (millions of US dollars),1852.0
428,Latvia,1995,GDP in current prices (millions of US dollars),5408.0
422,Lebanon,1995,GDP in current prices (millions of US dollars),11506.0
426,Lesotho,1995,GDP in current prices (millions of US dollars),893.0
430,Liberia,1995,GDP in current prices (millions of US dollars),209.0
434,Libya,1995,GDP in current prices (millions of US dollars),28292.0
438,Liechtenstein,1995,GDP in current prices (millions of US dollars),2695.0
440,Lithuania,1995,GDP in current prices (millions of US dollars),6699.0
442,Luxembourg,1995,GDP in current prices (millions of US dollars),20853.0
450,Madagascar,1995,GDP in current prices (millions of US dollars),3668.0
454,Malawi,1995,GDP in current prices (millions of US dollars),2474.0
458,Malaysia,1995,GDP in current prices (millions of US dollars),88833.0
462,Maldives,1995,GDP in current prices (millions of US dollars),566.0
466,Mali,1995,GDP in current prices (millions of US dollars),2837.0
470,Malta,1995,GDP in current prices (millions of US dollars),3720.0
584,Marshall Islands,1995,GDP in current prices (millions of US dollars),125.0
478,Mauritania,1995,GDP in current prices (millions of US dollars),2371.0
480,Mauritius,1995,GDP in current prices (millions of US dollars),4273.0
484,Mexico,1995,GDP in current prices (millions of US dollars),360073.0
583,Micronesia (Fed. States of),1995,GDP in current prices (millions of US dollars),222.0
492,Monaco,1995,GDP in current prices (millions of US dollars),3064.0
496,Mongolia,1995,GDP in current prices (millions of US dollars),1721.0
499,Montenegro,1995,GDP in current prices (millions of US dollars),1215.0
500,Montserrat,1995,GDP in current prices (millions of US dollars),69.0
504,Morocco,1995,GDP in current prices (millions of US dollars),38728.0
508,Mozambique,1995,GDP in current prices (millions of US dollars),2900.0
104,Myanmar,1995,GDP in current prices (millions of US dollars),9582.0
516,Namibia,1995,GDP in current prices (millions of US dollars),3942.0
520,Nauru,1995,GDP in current prices (millions of US dollars),35.0
524,Nepal,1995,GDP in current prices (millions of US dollars),4534.0
528,Netherlands (Kingdom of the),1995,GDP in current prices (millions of US dollars),452287.0
530,Netherlands Antilles [former],1995,GDP in current prices (millions of US dollars),2571.0
540,New Caledonia,1995,GDP in current prices (millions of US dollars),3628.0
554,New Zealand,1995,GDP in current prices (millions of US dollars),63152.0
558,Nicaragua,1995,GDP in current prices (millions of US dollars),4118.0
562,Niger,1995,GDP in current prices (millions of US dollars),2432.0
566,Nigeria,1995,GDP in current prices (millions of US dollars),50504.0
807,North Macedonia,1995,GDP in current prices (millions of US dollars),4707.0
578,Norway,1995,GDP in current prices (millions of US dollars),152031.0
512,Oman,1995,GDP in current prices (millions of US dollars),14416.0
586,Pakistan,1995,GDP in current prices (millions of US dollars),77266.0
585,Palau,1995,GDP in current prices (millions of US dollars),110.0
591,Panama,1995,GDP in current prices (millions of US dollars),9188.0
598,Papua New Guinea,1995,GDP in current prices (millions of US dollars),7316.0
600,Paraguay,1995,GDP in current prices (millions of US dollars),10440.0
604,Peru,1995,GDP in current prices (millions of US dollars),53371.0
608,Philippines,1995,GDP in current prices (millions of US dollars),84644.0
616,Poland,1995,GDP in current prices (millions of US dollars),142294.0
620,Portugal,1995,GDP in current prices (millions of US dollars),118120.0
630,Puerto Rico,1995,GDP in current prices (millions of US dollars),43246.0
634,Qatar,1995,GDP in current prices (millions of US dollars),8138.0
410,Republic of Korea,1995,GDP in current prices (millions of US dollars),566581.0
498,Republic of Moldova,1995,GDP in current prices (millions of US dollars),2121.0
642,Romania,1995,GDP in current prices (millions of US dollars),37430.0
643,Russian Federation,1995,GDP in current prices (millions of US dollars),402295.0
646,Rwanda,1995,GDP in current prices (millions of US dollars),1230.0
659,Saint Kitts and Nevis,1995,GDP in current prices (millions of US dollars),313.0
662,Saint Lucia,1995,GDP in current prices (millions of US dollars),739.0
670,Saint Vincent & Grenadines,1995,GDP in current prices (millions of US dollars),324.0
882,Samoa,1995,GDP in current prices (millions of US dollars),202.0
674,San Marino,1995,GDP in current prices (millions of US dollars),1020.0
678,Sao Tome and Principe,1995,GDP in current prices (millions of US dollars),99.0
682,Saudi Arabia,1995,GDP in current prices (millions of US dollars),143152.0
686,Senegal,1995,GDP in current prices (millions of US dollars),6306.0
688,Serbia,1995,GDP in current prices (millions of US dollars),21907.0
690,Seychelles,1995,GDP in current prices (millions of US dollars),614.0
694,Sierra Leone,1995,GDP in current prices (millions of US dollars),1179.0
702,Singapore,1995,GDP in current prices (millions of US dollars),87813.0
703,Slovakia,1995,GDP in current prices (millions of US dollars),20042.0
705,Slovenia,1995,GDP in current prices (millions of US dollars),21354.0
90,Solomon Islands,1995,GDP in current prices (millions of US dollars),377.0
706,Somalia,1995,GDP in current prices (millions of US dollars),1535.0
710,South Africa,1995,GDP in current prices (millions of US dollars),171736.0
724,Spain,1995,GDP in current prices (millions of US dollars),614612.0
144,Sri Lanka,1995,GDP in current prices (millions of US dollars),15293.0
275,State of Palestine,1995,GDP in current prices (millions of US dollars),3283.0
736,Sudan [former],1995,GDP in current prices (millions of US dollars),12847.0
740,Suriname,1995,GDP in current prices (millions of US dollars),844.0
752,Sweden,1995,GDP in current prices (millions of US dollars),267307.0
756,Switzerland,1995,GDP in current prices (millions of US dollars),353142.0
760,Syrian Arab Republic,1995,GDP in current prices (millions of US dollars),13539.0
762,Tajikistan,1995,GDP in current prices (millions of US dollars),1218.0
764,Thailand,1995,GDP in current prices (millions of US dollars),169279.0
626,Timor-Leste,1995,GDP in current prices (millions of US dollars),416.0
768,Togo,1995,GDP in current prices (millions of US dollars),1663.0
776,Tonga,1995,GDP in current prices (millions of US dollars),209.0
780,Trinidad and Tobago,1995,GDP in current prices (millions of US dollars),5625.0
788,Tunisia,1995,GDP in current prices (millions of US dollars),19795.0
792,T黵kiye,1995,GDP in current prices (millions of US dollars),233253.0
795,Turkmenistan,1995,GDP in current prices (millions of US dollars),2190.0
796,Turks and Caicos Islands,1995,GDP in current prices (millions of US dollars),191.0
798,Tuvalu,1995,GDP in current prices (millions of US dollars),12.0
800,Uganda,1995,GDP in current prices (millions of US dollars),7148.0
804,Ukraine,1995,GDP in current prices (millions of US dollars),50376.0
784,United Arab Emirates,1995,GDP in current prices (millions of US dollars),66603.0
826,United Kingdom,1995,GDP in current prices (millions of US dollars),1346252.0
834,United Rep. of Tanzania,1995,GDP in current prices (millions of US dollars),7198.0
840,United States of America,1995,GDP in current prices (millions of US dollars),7639749.0
858,Uruguay,1995,GDP in current prices (millions of US dollars),21312.0
860,Uzbekistan,1995,GDP in current prices (millions of US dollars),16177.0
548,Vanuatu,1995,GDP in current prices (millions of US dollars),273.0
862,Venezuela (Boliv. Rep. of),1995,GDP in current prices (millions of US dollars),74892.0
704,Viet Nam,1995,GDP in current prices (millions of US dollars),20736.0
887,Yemen,1995,GDP in current prices (millions of US dollars),5935.0
894,Zambia,1995,GDP in current prices (millions of US dollars),3807.0
836,Zanzibar,1995,GDP in current prices (millions of US dollars),186.0
716,Zimbabwe,1995,GDP in current prices (millions of US dollars),11063.0
