Code,Region/Country/Area,Year,Series,Value
419,Latin America & the Caribbean,2010,GDP per capita (US dollars),9084
419,Latin America & the Caribbean,2015,GDP per capita (US dollars),8864
419,Latin America & the Caribbean,2019,GDP per capita (US dollars),8528
419,Latin America & the Caribbean,2020,GDP per capita (US dollars),7106
419,Latin America & the Caribbean,2021,GDP per capita (US dollars),8101
419,Latin America & the Caribbean,1995,GDP in constant 2015 prices (millions of US dollars),3133231
419,Latin America & the Caribbean,2005,GDP in constant 2015 prices (millions of US dollars),4125619
419,Latin America & the Caribbean,2010,GDP in constant 2015 prices (millions of US dollars),4942051
419,Latin America & the Caribbean,2015,GDP in constant 2015 prices (millions of US dollars),5512346
419,Latin America & the Caribbean,2019,GDP in constant 2015 prices (millions of US dollars),5517133
419,Latin America & the Caribbean,2020,GDP in constant 2015 prices (millions of US dollars),5116077
419,Latin America & the Caribbean,2021,GDP in constant 2015 prices (millions of US dollars),5446916
419,Latin America & the Caribbean,1995,GDP real rates of growth (percent),1.1
419,Latin America & the Caribbean,2005,GDP real rates of growth (percent),4.5
419,Latin America & the Caribbean,2010,GDP real rates of growth (percent),5.9
419,Latin America & the Caribbean,2015,GDP real rates of growth (percent),0.1
419,Latin America & the Caribbean,2019,GDP real rates of growth (percent),-0.3
419,Latin America & the Caribbean,2020,GDP real rates of growth (percent),-7.3
419,Latin America & the Caribbean,2021,GDP real rates of growth (percent),6.5
29,Caribbean,1995,GDP in current prices (millions of US dollars),121859
29,Caribbean,2005,GDP in current prices (millions of US dollars),226555
29,Caribbean,2010,GDP in current prices (millions of US dollars),296862
29,Caribbean,2015,GDP in current prices (millions of US dollars),354722
29,Caribbean,2019,GDP in current prices (millions of US dollars),394170
29,Caribbean,2020,GDP in current prices (millions of US dollars),375891
29,Caribbean,2021,GDP in current prices (millions of US dollars),423912
29,Caribbean,1995,GDP per capita (US dollars),3442
29,Caribbean,2005,GDP per capita (US dollars),5815
29,Caribbean,2010,GDP per capita (US dollars),7341
29,Caribbean,2015,GDP per capita (US dollars),8486
29,Caribbean,2019,GDP per capita (US dollars),9212
29,Caribbean,2020,GDP per capita (US dollars),8736
29,Caribbean,2021,GDP per capita (US dollars),9802
29,Caribbean,1995,GDP in constant 2015 prices (millions of US dollars),202874
29,Caribbean,2005,GDP in constant 2015 prices (millions of US dollars),294717
29,Caribbean,2010,GDP in constant 2015 prices (millions of US dollars),324922
29,Caribbean,2015,GDP in constant 2015 prices (millions of US dollars),354722
29,Caribbean,2019,GDP in constant 2015 prices (millions of US dollars),370704
29,Caribbean,2020,GDP in constant 2015 prices (millions of US dollars),339852
29,Caribbean,2021,GDP in constant 2015 prices (millions of US dollars),353707
29,Caribbean,1995,GDP real rates of growth (percent),4.2
29,Caribbean,2005,GDP real rates of growth (percent),3.6
29,Caribbean,2010,GDP real rates of growth (percent),1.7
29,Caribbean,2015,GDP real rates of growth (percent),2.3
29,Caribbean,2019,GDP real rates of growth (percent),1.7
29,Caribbean,2020,GDP real rates of growth (percent),-8.3
29,Caribbean,2021,GDP real rates of growth (percent),4.1
13,Central America,1995,GDP in current prices (millions of US dollars),412274
13,Central America,2005,GDP in current prices (millions of US dollars),972232
13,Central America,2010,GDP in current prices (millions of US dollars),1210366
13,Central America,2015,GDP in current prices (millions of US dollars),1403975
13,Central America,2019,GDP in current prices (millions of US dollars),1544566
13,Central America,2020,GDP in current prices (millions of US dollars),1347334
13,Central America,2021,GDP in current prices (millions of US dollars),1560443
13,Central America,1995,GDP per capita (US dollars),3349
13,Central America,2005,GDP per capita (US dollars),6680
13,Central America,2010,GDP per capita (US dollars),7756
13,Central America,2015,GDP per capita (US dollars),8398
13,Central America,2019,GDP per capita (US dollars),8836
13,Central America,2020,GDP per capita (US dollars),7640
13,Central America,2021,GDP per capita (US dollars),8783
13,Central America,1995,GDP in constant 2015 prices (millions of US dollars),782184
13,Central America,2005,GDP in constant 2015 prices (millions of US dollars),1091096
13,Central America,2010,GDP in constant 2015 prices (millions of US dollars),1198480
13,Central America,2015,GDP in constant 2015 prices (millions of US dollars),1403975
13,Central America,2019,GDP in constant 2015 prices (millions of US dollars),1517161
13,Central America,2020,GDP in constant 2015 prices (millions of US dollars),1396932
13,Central America,2021,GDP in constant 2015 prices (millions of US dollars),1476455
13,Central America,1995,GDP real rates of growth (percent),-5
13,Central America,2005,GDP real rates of growth (percent),2.6
13,Central America,2010,GDP real rates of growth (percent),5
13,Central America,2015,GDP real rates of growth (percent),3.4
13,Central America,2019,GDP real rates of growth (percent),0.3
13,Central America,2020,GDP real rates of growth (percent),-7.9
13,Central America,2021,GDP real rates of growth (percent),5.7
5,South America,1995,GDP in current prices (millions of US dollars),1439103
5,South America,2005,GDP in current prices (millions of US dollars),1666331
5,South America,2010,GDP in current prices (millions of US dollars),3846425
5,South America,2015,GDP in current prices (millions of US dollars),3753649
5,South America,2019,GDP in current prices (millions of US dollars),3566987
5,South America,2020,GDP in current prices (millions of US dollars),2899879
5,South America,2021,GDP in current prices (millions of US dollars),3320415
5,South America,1995,GDP per capita (US dollars),4444
5,South America,2005,GDP per capita (US dollars),4476
5,South America,2010,GDP per capita (US dollars),9791
5,South America,2015,GDP per capita (US dollars),9092
5,South America,2019,GDP per capita (US dollars),8333
5,South America,2020,GDP per capita (US dollars),6725
5,South America,2021,GDP per capita (US dollars),7652
5,South America,1995,GDP in constant 2015 prices (millions of US dollars),2148173
5,South America,2005,GDP in constant 2015 prices (millions of US dollars),2739806
5,South America,2010,GDP in constant 2015 prices (millions of US dollars),3418649
5,South America,2015,GDP in constant 2015 prices (millions of US dollars),3753649
5,South America,2019,GDP in constant 2015 prices (millions of US dollars),3629269
5,South America,2020,GDP in constant 2015 prices (millions of US dollars),3379293
5,South America,2021,GDP in constant 2015 prices (millions of US dollars),3616754
5,South America,1995,GDP real rates of growth (percent),3.2
5,South America,2005,GDP real rates of growth (percent),5.4
5,South America,2010,GDP real rates of growth (percent),6.6
5,South America,2015,GDP real rates of growth (percent),-1.3
5,South America,2019,GDP real rates of growth (percent),-0.7
5,South America,2020,GDP real rates of growth (percent),-6.9
5,South America,2021,GDP real rates of growth (percent),7
