Code,Region/Country/Area,Year,Series,Value
328,Guyana,2015,GDP in current prices (millions of US dollars),4280.0
332,Haiti,2015,GDP in current prices (millions of US dollars),14228.0
340,Honduras,2015,GDP in current prices (millions of US dollars),20980.0
348,Hungary,2015,GDP in current prices (millions of US dollars),125174.0
352,Iceland,2015,GDP in current prices (millions of US dollars),17517.0
356,India,2015,GDP in current prices (millions of US dollars),2146759.0
360,Indonesia,2015,GDP in current prices (millions of US dollars),860854.0
364,Iran (Islamic Republic of),2015,GDP in current prices (millions of US dollars),417210.0
368,Iraq,2015,GDP in current prices (millions of US dollars),166774.0
372,Ireland,2015,GDP in current prices (millions of US dollars),291658.0
376,Israel,2015,GDP in current prices (millions of US dollars),300078.0
380,Italy,2015,GDP in current prices (millions of US dollars),1835899.0
388,Jamaica,2015,GDP in current prices (millions of US dollars),14198.0
392,Japan,2015,GDP in current prices (millions of US dollars),4444931.0
400,Jordan,2015,GDP in current prices (millions of US dollars),38587.0
398,Kazakhstan,2015,GDP in current prices (millions of US dollars),184388.0
404,Kenya,2015,GDP in current prices (millions of US dollars),70121.0
296,Kiribati,2015,GDP in current prices (millions of US dollars),170.0
412,Kosovo,2015,GDP in current prices (millions of US dollars),6293.0
414,Kuwait,2015,GDP in current prices (millions of US dollars),114585.0
417,Kyrgyzstan,2015,GDP in current prices (millions of US dollars),6678.0
418,Lao People's Dem. Rep.,2015,GDP in current prices (millions of US dollars),14390.0
428,Latvia,2015,GDP in current prices (millions of US dollars),27252.0
422,Lebanon,2015,GDP in current prices (millions of US dollars),49929.0
426,Lesotho,2015,GDP in current prices (millions of US dollars),2360.0
430,Liberia,2015,GDP in current prices (millions of US dollars),2669.0
434,Libya,2015,GDP in current prices (millions of US dollars),48718.0
438,Liechtenstein,2015,GDP in current prices (millions of US dollars),6269.0
440,Lithuania,2015,GDP in current prices (millions of US dollars),41419.0
442,Luxembourg,2015,GDP in current prices (millions of US dollars),60047.0
450,Madagascar,2015,GDP in current prices (millions of US dollars),11323.0
454,Malawi,2015,GDP in current prices (millions of US dollars),8216.0
458,Malaysia,2015,GDP in current prices (millions of US dollars),301355.0
462,Maldives,2015,GDP in current prices (millions of US dollars),4109.0
466,Mali,2015,GDP in current prices (millions of US dollars),13095.0
470,Malta,2015,GDP in current prices (millions of US dollars),11087.0
584,Marshall Islands,2015,GDP in current prices (millions of US dollars),184.0
478,Mauritania,2015,GDP in current prices (millions of US dollars),6167.0
480,Mauritius,2015,GDP in current prices (millions of US dollars),12007.0
484,Mexico,2015,GDP in current prices (millions of US dollars),1171870.0
583,Micronesia (Fed. States of),2015,GDP in current prices (millions of US dollars),316.0
492,Monaco,2015,GDP in current prices (millions of US dollars),6259.0
496,Mongolia,2015,GDP in current prices (millions of US dollars),11620.0
499,Montenegro,2015,GDP in current prices (millions of US dollars),4053.0
500,Montserrat,2015,GDP in current prices (millions of US dollars),61.0
504,Morocco,2015,GDP in current prices (millions of US dollars),110414.0
508,Mozambique,2015,GDP in current prices (millions of US dollars),15951.0
104,Myanmar,2015,GDP in current prices (millions of US dollars),63835.0
516,Namibia,2015,GDP in current prices (millions of US dollars),11335.0
520,Nauru,2015,GDP in current prices (millions of US dollars),104.0
524,Nepal,2015,GDP in current prices (millions of US dollars),23667.0
528,Netherlands (Kingdom of the),2015,GDP in current prices (millions of US dollars),765265.0
540,New Caledonia,2015,GDP in current prices (millions of US dollars),8735.0
554,New Zealand,2015,GDP in current prices (millions of US dollars),178064.0
558,Nicaragua,2015,GDP in current prices (millions of US dollars),12757.0
562,Niger,2015,GDP in current prices (millions of US dollars),9677.0
566,Nigeria,2015,GDP in current prices (millions of US dollars),494583.0
807,North Macedonia,2015,GDP in current prices (millions of US dollars),10065.0
578,Norway,2015,GDP in current prices (millions of US dollars),385802.0
512,Oman,2015,GDP in current prices (millions of US dollars),78711.0
586,Pakistan,2015,GDP in current prices (millions of US dollars),297019.0
585,Palau,2015,GDP in current prices (millions of US dollars),280.0
591,Panama,2015,GDP in current prices (millions of US dollars),54092.0
598,Papua New Guinea,2015,GDP in current prices (millions of US dollars),21723.0
600,Paraguay,2015,GDP in current prices (millions of US dollars),36211.0
604,Peru,2015,GDP in current prices (millions of US dollars),189803.0
608,Philippines,2015,GDP in current prices (millions of US dollars),306446.0
616,Poland,2015,GDP in current prices (millions of US dollars),477111.0
620,Portugal,2015,GDP in current prices (millions of US dollars),199314.0
630,Puerto Rico,2015,GDP in current prices (millions of US dollars),103376.0
634,Qatar,2015,GDP in current prices (millions of US dollars),161740.0
410,Republic of Korea,2015,GDP in current prices (millions of US dollars),1465773.0
498,Republic of Moldova,2015,GDP in current prices (millions of US dollars),7745.0
642,Romania,2015,GDP in current prices (millions of US dollars),177884.0
643,Russian Federation,2015,GDP in current prices (millions of US dollars),1363482.0
646,Rwanda,2015,GDP in current prices (millions of US dollars),8526.0
659,Saint Kitts and Nevis,2015,GDP in current prices (millions of US dollars),957.0
662,Saint Lucia,2015,GDP in current prices (millions of US dollars),1810.0
670,Saint Vincent & Grenadines,2015,GDP in current prices (millions of US dollars),787.0
882,Samoa,2015,GDP in current prices (millions of US dollars),826.0
674,San Marino,2015,GDP in current prices (millions of US dollars),1419.0
678,Sao Tome and Principe,2015,GDP in current prices (millions of US dollars),318.0
682,Saudi Arabia,2015,GDP in current prices (millions of US dollars),654270.0
686,Senegal,2015,GDP in current prices (millions of US dollars),17761.0
688,Serbia,2015,GDP in current prices (millions of US dollars),39656.0
690,Seychelles,2015,GDP in current prices (millions of US dollars),1391.0
694,Sierra Leone,2015,GDP in current prices (millions of US dollars),4248.0
702,Singapore,2015,GDP in current prices (millions of US dollars),307999.0
534,Sint Maarten (Dutch part),2015,GDP in current prices (millions of US dollars),1367.0
703,Slovakia,2015,GDP in current prices (millions of US dollars),88865.0
705,Slovenia,2015,GDP in current prices (millions of US dollars),43090.0
90,Solomon Islands,2015,GDP in current prices (millions of US dollars),1308.0
706,Somalia,2015,GDP in current prices (millions of US dollars),5335.0
710,South Africa,2015,GDP in current prices (millions of US dollars),346486.0
728,South Sudan,2015,GDP in current prices (millions of US dollars),6231.0
724,Spain,2015,GDP in current prices (millions of US dollars),1195676.0
144,Sri Lanka,2015,GDP in current prices (millions of US dollars),80604.0
275,State of Palestine,2015,GDP in current prices (millions of US dollars),13972.0
729,Sudan,2015,GDP in current prices (millions of US dollars),83934.0
740,Suriname,2015,GDP in current prices (millions of US dollars),5126.0
752,Sweden,2015,GDP in current prices (millions of US dollars),505104.0
756,Switzerland,2015,GDP in current prices (millions of US dollars),702150.0
760,Syrian Arab Republic,2015,GDP in current prices (millions of US dollars),19967.0
762,Tajikistan,2015,GDP in current prices (millions of US dollars),8271.0
764,Thailand,2015,GDP in current prices (millions of US dollars),401296.0
626,Timor-Leste,2015,GDP in current prices (millions of US dollars),1594.0
768,Togo,2015,GDP in current prices (millions of US dollars),5751.0
776,Tonga,2015,GDP in current prices (millions of US dollars),403.0
780,Trinidad and Tobago,2015,GDP in current prices (millions of US dollars),26852.0
788,Tunisia,2015,GDP in current prices (millions of US dollars),45779.0
792,T黵kiye,2015,GDP in current prices (millions of US dollars),864314.0
795,Turkmenistan,2015,GDP in current prices (millions of US dollars),36052.0
796,Turks and Caicos Islands,2015,GDP in current prices (millions of US dollars),942.0
798,Tuvalu,2015,GDP in current prices (millions of US dollars),36.0
800,Uganda,2015,GDP in current prices (millions of US dollars),29297.0
804,Ukraine,2015,GDP in current prices (millions of US dollars),91031.0
784,United Arab Emirates,2015,GDP in current prices (millions of US dollars),358135.0
826,United Kingdom,2015,GDP in current prices (millions of US dollars),2934858.0
834,United Rep. of Tanzania,2015,GDP in current prices (millions of US dollars),47379.0
840,United States of America,2015,GDP in current prices (millions of US dollars),18206023.0
858,Uruguay,2015,GDP in current prices (millions of US dollars),57081.0
860,Uzbekistan,2015,GDP in current prices (millions of US dollars),86196.0
548,Vanuatu,2015,GDP in current prices (millions of US dollars),760.0
862,Venezuela (Boliv. Rep. of),2015,GDP in current prices (millions of US dollars),344341.0
704,Viet Nam,2015,GDP in current prices (millions of US dollars),239258.0
887,Yemen,2015,GDP in current prices (millions of US dollars),24819.0
894,Zambia,2015,GDP in current prices (millions of US dollars),20859.0
836,Zanzibar,2015,GDP in current prices (millions of US dollars),1184.0
716,Zimbabwe,2015,GDP in current prices (millions of US dollars),19963.0
