Code,Region/Country/Area,Year,Series,Value
332,Haiti,2005,GDP in current prices (millions of US dollars),6980.0
340,Honduras,2005,GDP in current prices (millions of US dollars),9757.0
348,Hungary,2005,GDP in current prices (millions of US dollars),113211.0
352,Iceland,2005,GDP in current prices (millions of US dollars),16853.0
356,India,2005,GDP in current prices (millions of US dollars),823612.0
360,Indonesia,2005,GDP in current prices (millions of US dollars),304372.0
364,Iran (Islamic Republic of),2005,GDP in current prices (millions of US dollars),228899.0
368,Iraq,2005,GDP in current prices (millions of US dollars),49955.0
372,Ireland,2005,GDP in current prices (millions of US dollars),211793.0
376,Israel,2005,GDP in current prices (millions of US dollars),142657.0
380,Italy,2005,GDP in current prices (millions of US dollars),1857478.0
388,Jamaica,2005,GDP in current prices (millions of US dollars),11244.0
392,Japan,2005,GDP in current prices (millions of US dollars),4831467.0
400,Jordan,2005,GDP in current prices (millions of US dollars),12982.0
398,Kazakhstan,2005,GDP in current prices (millions of US dollars),57124.0
404,Kenya,2005,GDP in current prices (millions of US dollars),23559.0
296,Kiribati,2005,GDP in current prices (millions of US dollars),112.0
412,Kosovo,2005,GDP in current prices (millions of US dollars),3595.0
414,Kuwait,2005,GDP in current prices (millions of US dollars),80798.0
417,Kyrgyzstan,2005,GDP in current prices (millions of US dollars),2460.0
418,Lao People's Dem. Rep.,2005,GDP in current prices (millions of US dollars),2946.0
428,Latvia,2005,GDP in current prices (millions of US dollars),17003.0
422,Lebanon,2005,GDP in current prices (millions of US dollars),21497.0
426,Lesotho,2005,GDP in current prices (millions of US dollars),1459.0
430,Liberia,2005,GDP in current prices (millions of US dollars),706.0
434,Libya,2005,GDP in current prices (millions of US dollars),48853.0
438,Liechtenstein,2005,GDP in current prices (millions of US dollars),4046.0
440,Lithuania,2005,GDP in current prices (millions of US dollars),26113.0
442,Luxembourg,2005,GDP in current prices (millions of US dollars),37657.0
450,Madagascar,2005,GDP in current prices (millions of US dollars),5849.0
454,Malawi,2005,GDP in current prices (millions of US dollars),3656.0
458,Malaysia,2005,GDP in current prices (millions of US dollars),143534.0
462,Maldives,2005,GDP in current prices (millions of US dollars),1163.0
466,Mali,2005,GDP in current prices (millions of US dollars),6245.0
470,Malta,2005,GDP in current prices (millions of US dollars),6406.0
584,Marshall Islands,2005,GDP in current prices (millions of US dollars),137.0
478,Mauritania,2005,GDP in current prices (millions of US dollars),2937.0
480,Mauritius,2005,GDP in current prices (millions of US dollars),6775.0
484,Mexico,2005,GDP in current prices (millions of US dollars),877477.0
583,Micronesia (Fed. States of),2005,GDP in current prices (millions of US dollars),251.0
492,Monaco,2005,GDP in current prices (millions of US dollars),4203.0
496,Mongolia,2005,GDP in current prices (millions of US dollars),2926.0
499,Montenegro,2005,GDP in current prices (millions of US dollars),2279.0
500,Montserrat,2005,GDP in current prices (millions of US dollars),49.0
504,Morocco,2005,GDP in current prices (millions of US dollars),62545.0
508,Mozambique,2005,GDP in current prices (millions of US dollars),8542.0
104,Myanmar,2005,GDP in current prices (millions of US dollars),14148.0
516,Namibia,2005,GDP in current prices (millions of US dollars),7121.0
520,Nauru,2005,GDP in current prices (millions of US dollars),26.0
524,Nepal,2005,GDP in current prices (millions of US dollars),8713.0
528,Netherlands (Kingdom of the),2005,GDP in current prices (millions of US dollars),685076.0
530,Netherlands Antilles [former],2005,GDP in current prices (millions of US dollars),3053.0
540,New Caledonia,2005,GDP in current prices (millions of US dollars),6236.0
554,New Zealand,2005,GDP in current prices (millions of US dollars),114722.0
558,Nicaragua,2005,GDP in current prices (millions of US dollars),6300.0
562,Niger,2005,GDP in current prices (millions of US dollars),4586.0
566,Nigeria,2005,GDP in current prices (millions of US dollars),176134.0
807,North Macedonia,2005,GDP in current prices (millions of US dollars),6259.0
578,Norway,2005,GDP in current prices (millions of US dollars),308884.0
512,Oman,2005,GDP in current prices (millions of US dollars),35507.0
586,Pakistan,2005,GDP in current prices (millions of US dollars),117708.0
585,Palau,2005,GDP in current prices (millions of US dollars),185.0
591,Panama,2005,GDP in current prices (millions of US dollars),15714.0
598,Papua New Guinea,2005,GDP in current prices (millions of US dollars),7355.0
600,Paraguay,2005,GDP in current prices (millions of US dollars),11306.0
604,Peru,2005,GDP in current prices (millions of US dollars),76080.0
608,Philippines,2005,GDP in current prices (millions of US dollars),107420.0
616,Poland,2005,GDP in current prices (millions of US dollars),306146.0
620,Portugal,2005,GDP in current prices (millions of US dollars),197175.0
630,Puerto Rico,2005,GDP in current prices (millions of US dollars),83915.0
634,Qatar,2005,GDP in current prices (millions of US dollars),44530.0
410,Republic of Korea,2005,GDP in current prices (millions of US dollars),934901.0
498,Republic of Moldova,2005,GDP in current prices (millions of US dollars),3587.0
642,Romania,2005,GDP in current prices (millions of US dollars),98454.0
643,Russian Federation,2005,GDP in current prices (millions of US dollars),771495.0
646,Rwanda,2005,GDP in current prices (millions of US dollars),2933.0
659,Saint Kitts and Nevis,2005,GDP in current prices (millions of US dollars),574.0
662,Saint Lucia,2005,GDP in current prices (millions of US dollars),1120.0
670,Saint Vincent & Grenadines,2005,GDP in current prices (millions of US dollars),580.0
882,Samoa,2005,GDP in current prices (millions of US dollars),447.0
674,San Marino,2005,GDP in current prices (millions of US dollars),2027.0
678,Sao Tome and Principe,2005,GDP in current prices (millions of US dollars),126.0
682,Saudi Arabia,2005,GDP in current prices (millions of US dollars),328461.0
686,Senegal,2005,GDP in current prices (millions of US dollars),11005.0
688,Serbia,2005,GDP in current prices (millions of US dollars),27683.0
690,Seychelles,2005,GDP in current prices (millions of US dollars),919.0
694,Sierra Leone,2005,GDP in current prices (millions of US dollars),1650.0
702,Singapore,2005,GDP in current prices (millions of US dollars),127808.0
534,Sint Maarten (Dutch part),2005,GDP in current prices (millions of US dollars),708.0
703,Slovakia,2005,GDP in current prices (millions of US dollars),49033.0
705,Slovenia,2005,GDP in current prices (millions of US dollars),36204.0
90,Solomon Islands,2005,GDP in current prices (millions of US dollars),553.0
706,Somalia,2005,GDP in current prices (millions of US dollars),4683.0
710,South Africa,2005,GDP in current prices (millions of US dollars),288867.0
724,Spain,2005,GDP in current prices (millions of US dollars),1153257.0
144,Sri Lanka,2005,GDP in current prices (millions of US dollars),27932.0
275,State of Palestine,2005,GDP in current prices (millions of US dollars),5126.0
736,Sudan [former],2005,GDP in current prices (millions of US dollars),35183.0
740,Suriname,2005,GDP in current prices (millions of US dollars),2193.0
752,Sweden,2005,GDP in current prices (millions of US dollars),392219.0
756,Switzerland,2005,GDP in current prices (millions of US dollars),420553.0
760,Syrian Arab Republic,2005,GDP in current prices (millions of US dollars),28397.0
762,Tajikistan,2005,GDP in current prices (millions of US dollars),2312.0
764,Thailand,2005,GDP in current prices (millions of US dollars),189318.0
626,Timor-Leste,2005,GDP in current prices (millions of US dollars),462.0
768,Togo,2005,GDP in current prices (millions of US dollars),2559.0
776,Tonga,2005,GDP in current prices (millions of US dollars),261.0
780,Trinidad and Tobago,2005,GDP in current prices (millions of US dollars),16870.0
788,Tunisia,2005,GDP in current prices (millions of US dollars),32272.0
792,T黵kiye,2005,GDP in current prices (millions of US dollars),506315.0
795,Turkmenistan,2005,GDP in current prices (millions of US dollars),14174.0
796,Turks and Caicos Islands,2005,GDP in current prices (millions of US dollars),579.0
798,Tuvalu,2005,GDP in current prices (millions of US dollars),22.0
800,Uganda,2005,GDP in current prices (millions of US dollars),11158.0
804,Ukraine,2005,GDP in current prices (millions of US dollars),89239.0
784,United Arab Emirates,2005,GDP in current prices (millions of US dollars),182978.0
826,United Kingdom,2005,GDP in current prices (millions of US dollars),2544813.0
834,United Rep. of Tanzania,2005,GDP in current prices (millions of US dollars),17174.0
840,United States of America,2005,GDP in current prices (millions of US dollars),13039197.0
858,Uruguay,2005,GDP in current prices (millions of US dollars),17363.0
860,Uzbekistan,2005,GDP in current prices (millions of US dollars),17085.0
548,Vanuatu,2005,GDP in current prices (millions of US dollars),395.0
862,Venezuela (Boliv. Rep. of),2005,GDP in current prices (millions of US dollars),145514.0
704,Viet Nam,2005,GDP in current prices (millions of US dollars),57633.0
887,Yemen,2005,GDP in current prices (millions of US dollars),19041.0
894,Zambia,2005,GDP in current prices (millions of US dollars),8332.0
836,Zanzibar,2005,GDP in current prices (millions of US dollars),438.0
716,Zimbabwe,2005,GDP in current prices (millions of US dollars),7189.0
